date,co2_ppm,ch4_ppb,n2o_ppb,anomaly,irradiance,co2,primary_energy_consumption,land_use_change_co2,time_since_baseline,co2_ppm_growth_rate,ch4_ppb_growth_rate,n2o_ppb_growth_rate,co2_ma_12,temp_ma_12
1991-01-01,354.93,1721.66,,42.0,,23205.592,96516.406,5720.298,32.0,0.055899327661093734,,,346.43833333333333,33.5
1992-01-01,356.34,1738.92,,47.0,,22520.424,97104.883,5967.898,32.99931553730322,0.054572358686001854,,,347.97499999999997,35.0
1993-01-01,357.1,1735.77,,34.0,,22749.873,97894.812,5733.292,34.001368925393564,0.05249196852250293,,,349.4591666666667,33.416666666666664
1994-01-01,358.36,1741.38,,26.0,,22974.598,99137.25,6668.908,35.00068446269678,0.05112486434165375,,,350.91166666666663,35.166666666666664
1995-01-01,360.04,1751.14,,52.0,,23516.639,101315.359,6278.081,36.0,0.0540738355241972,,,352.4508333333333,35.083333333333336
1996-01-01,362.2,1752.24,,24.0,,24233.477,104245.836,6541.828,36.99931553730322,0.05226460590918336,0.06926052943114835,,353.95000000000005,34.5
1997-01-01,363.24,1753.4,,32.0,,24380.322,105269.266,8019.617,38.001368925393564,0.051406738450850975,0.05907223967141828,,355.43,35.333333333333336
1998-01-01,365.39,1761.47,,58.0,,24295.713,105852.398,6792.238,39.00068446269678,0.05366514793240684,0.05712090932550762,,356.98083333333335,38.0
1999-01-01,368.35,1773.79,,48.0,,24837.771,107613.984,6561.857,40.0,0.05626129097009147,0.0561920186731133,,358.61583333333334,39.333333333333336
2000-01-01,369.45,1775.54,,25.0,,25511.482,110416.398,6145.762,40.99931553730322,0.054035548201192496,0.049385926547595105,,360.19416666666666,36.75
2001-01-01,370.76,1772.87,316.3,45.0,,25692.994,111493.289,5460.704,42.001368925393564,0.050103378933356035,0.04252741760018819,,361.66833333333335,39.5
